text_sha256,cluster_size,canonical_id,candidate_id,is_canonical,title,year,publisher,source_url,metadata_source
baeec3a7c99a7b343170c0de105cbfefd58992bce68d843c8efaa264ce12213f,2,EXP-OFFICIAL-015,EXP-OFFICIAL-015,true,Monene Family Heads of Argument,2014,Monene Family / Marikana Commission,https://www.seri-sa.org/images/Monene_Heads.pdf,expanded_official_candidates_batch3.csv
bfbc32ec233982d3a7c8f59ade02777d935b43d9f1bfae9580a606235daa6448,2,WEB-MEDIA-007,SAT-MEDIA-007,false,After the Bell: South African miners are by no means earning the ‘slave wages’ asserted by Amcu leader,2023,Daily Maverick,https://www.dailymaverick.co.za/article/2023-12-10-after-the-bell-sa-miners-are-by-no-means-earning-the-slave-wages-asserted-by-amcus-mathunjwa/,expanded_media_candidates_saturation_2019_2023.csv
bfbc32ec233982d3a7c8f59ade02777d935b43d9f1bfae9580a606235daa6448,2,WEB-MEDIA-007,WEB-MEDIA-007,true,After the Bell: South African miners are by no means earning the 'slave wages' asserted by Amcu leader,2023,Daily Maverick,https://www.dailymaverick.co.za/article/2023-12-10-after-the-bell-sa-miners-are-by-no-means-earning-the-slave-wages-asserted-by-amcus-mathunjwa/,expanded_media_candidates_web_2019_2023.csv
c6c124a261234f471b6f92f7ed979a77adf3dfa6bb579e1014a019ae72d83511,2,expanded_official_candidates__EXP-OFFICIAL-003,expanded_official_candidates__EXP-OFFICIAL-003,true,How can the South African Police Service prevent another Marikana?,2014,Gareth Newham / Institute for Security Studies,https://www.justice.gov.za/comm-mrk/docs/20140409-SeminarPhase02-Newham.pdf,expanded_official_candidates.csv
c6c124a261234f471b6f92f7ed979a77adf3dfa6bb579e1014a019ae72d83511,2,expanded_official_candidates__EXP-OFFICIAL-003,expanded_official_candidates_batch1__EXP-OFFICIAL-003,false,How can the South African Police Service prevent another Marikana?,2014,Gareth Newham / Marikana Commission Phase 2,https://www.justice.gov.za/comm-mrk/docs/20140409-SeminarPhase02-Newham.pdf,expanded_official_candidates_batch1.csv
c7e7a4542751c1a9f8349f74bf154d4eafe924511e804c56a0f1610cf102f43f,2,EXP-OFFICIAL-013,EXP-OFFICIAL-013,true,Lepaaku and Baloyi Families Written Submissions,2014,Lepaaku and Baloyi Families / SERI archive,https://www.seri-sa.org/images/Lepaaku_Baloyi_Heads.pdf,expanded_official_candidates.csv
c7e7a4542751c1a9f8349f74bf154d4eafe924511e804c56a0f1610cf102f43f,2,EXP-OFFICIAL-013,EXP-OFFICIAL-016,false,Lepaaku and Baloyi Families Written Submissions,2014,Lepaaku and Baloyi Families / Marikana Commission,https://www.seri-sa.org/images/Lepaaku_Baloyi_Heads.pdf,expanded_official_candidates_batch3.csv
c94122a498152a45f32f39b92e46070b1952569252c6da5a7e7ea715869e20d9,2,MEDIA-049,MEDIA-049,true,"Sibanye, Lonmin merger enters final stretch as AMCU appeal is dismissed",2019,Mining Weekly,https://www.miningweekly.com/article/sibanye-lonmin-merger-enters-final-stretch-as-amcu-appeal-is-dismissed-2019-05-17,retrieval_manifest
c94122a498152a45f32f39b92e46070b1952569252c6da5a7e7ea715869e20d9,2,MEDIA-049,SAT-MEDIA-011,false,"Sibanye, Lonmin merger enters final stretch as AMCU appeal is dismissed",2019,Mining Weekly,https://www.miningweekly.com/article/sibanye-lonmin-merger-enters-final-stretch-as-amcu-appeal-is-dismissed-2019-05-17,expanded_media_candidates_saturation_2019_2023.csv
cd7245bd1b06e44199067151d812f8df43022fce3f8f7bf759b6297e2ba54d55,2,expanded_corporate_candidates__EXP-CORP-001,expanded_corporate_candidates__EXP-CORP-001,true,Lonmin Plc Annual Report and Accounts 2010,2010,Lonmin Plc,https://www.annualreports.com/HostedData/AnnualReportArchive/l/LSE_LMI_2010.pdf,expanded_corporate_candidates.csv
cd7245bd1b06e44199067151d812f8df43022fce3f8f7bf759b6297e2ba54d55,2,expanded_corporate_candidates__EXP-CORP-001,expanded_corporate_candidates_batch1__EXP-CORP-001,false,Lonmin Plc Annual Report and Accounts 2010,2010,Lonmin Plc,https://www.annualreports.com/HostedData/AnnualReportArchive/l/LSE_LMI_2010.pdf,expanded_corporate_candidates_batch1.csv
