similarity,candidate_id_a,candidate_id_b,title_a,title_b,year_a,year_b,publisher_a,publisher_b,url_a,url_b,decision
0.964867,DISC-MEDIA-0503,DISC-MEDIA-0504,Lonmin Share Price Rises As Company Reports Higher Fy Production Earnings,Lonmin Share Price Rises As Company Reports Higher Fy Production Earnings,2013,2013,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/lonmin-share-price-rises-as-company-reports-higher-fy-production-earnings-2013-11-11,https://www.engineeringnews.co.za/article/lonmin-share-price-rises-as-company-reports-higher-fy-production-earnings-2013-11-22,manual_review_near_duplicate
0.960604,DISC-MEDIA-0385,DISC-MEDIA-0505,Commission Of Inquiry Into The Marikana Massacre Outcomes,Lonmin Shares Rise As Workers Help Prevent Shaft Closure,2015,2014,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/commission-of-inquiry-into-the-marikana-massacre-outcomes-2015-06-26,https://www.engineeringnews.co.za/article/lonmin-shares-rise-as-workers-help-prevent-shaft-closure-2014-11-13,manual_review_near_duplicate
0.957318,DISC-MEDIA-0402,DISC-MEDIA-0454,Full Ownership Of Pandora Jv Set To Unlock Significant Potential For Lonmin,Lonmin Employee Killed In Mudslide,2018,2015,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/full-ownership-of-pandora-jv-set-to-unlock-significant-potential-for-lonmin-2018-01-19,https://www.engineeringnews.co.za/article/lonmin-employee-killed-in-mudslide-2015-10-27,manual_review_near_duplicate
0.955538,DISC-MEDIA-0505,DISC-MEDIA-0536,Lonmin Shares Rise As Workers Help Prevent Shaft Closure,Lonmins New Ceo Shoulders Output Push As Costs Soar,2014,2013,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/lonmin-shares-rise-as-workers-help-prevent-shaft-closure-2014-11-13,https://www.engineeringnews.co.za/article/lonmins-new-ceo-shoulders-output-push-as-costs-soar-2013-04-04,manual_review_near_duplicate
0.955250,DISC-MEDIA-0385,DISC-MEDIA-0402,Commission Of Inquiry Into The Marikana Massacre Outcomes,Full Ownership Of Pandora Jv Set To Unlock Significant Potential For Lonmin,2015,2018,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/commission-of-inquiry-into-the-marikana-massacre-outcomes-2015-06-26,https://www.engineeringnews.co.za/article/full-ownership-of-pandora-jv-set-to-unlock-significant-potential-for-lonmin-2018-01-19,manual_review_near_duplicate
0.955218,DISC-MEDIA-0454,DISC-MEDIA-0536,Lonmin Employee Killed In Mudslide,Lonmins New Ceo Shoulders Output Push As Costs Soar,2015,2013,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/lonmin-employee-killed-in-mudslide-2015-10-27,https://www.engineeringnews.co.za/article/lonmins-new-ceo-shoulders-output-push-as-costs-soar-2013-04-04,manual_review_near_duplicate
0.955100,DISC-MEDIA-0483,DISC-MEDIA-0486,Lonmin Reports Fatality After E1 Shaft Tramming Accident,Lonmin Reports Fatality At Rowland Shaft,2016,2016,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/lonmin-reports-fatality-after-e1-shaft-tramming-accident-2016-11-11,https://www.engineeringnews.co.za/article/lonmin-reports-fatality-at-rowland-shaft-2016-05-09,manual_review_near_duplicate
0.954988,DISC-MEDIA-0395,DISC-MEDIA-0469,Despite Disappointing Q1 Production Figures Lonmin Maintains Fy17 Guidance,Lonmin Maintains Fy17 Guidance Despite Weaker Than Expected Production Numbers,2017,2017,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/despite-disappointing-q1-production-figures-lonmin-maintains-fy17-guidance-2017-01-26,https://www.engineeringnews.co.za/article/lonmin-maintains-fy17-guidance-despite-weaker-than-expected-production-numbers-2017-02-03,manual_review_near_duplicate
0.954499,DISC-MEDIA-0519,DISC-MEDIA-0520,Lonmin To Sell Excess Processing Capacity Implement Other Measures To Ensure Sustainability,Lonmin To Sell Excess Processing Capacity Implement Other Measures To Ensure Sustainability,2017,2017,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/lonmin-to-sell-excess-processing-capacity-implement-other-measures-to-ensure-sustainability-2017-08-07,https://www.engineeringnews.co.za/article/lonmin-to-sell-excess-processing-capacity-implement-other-measures-to-ensure-sustainability-2017-08-18,manual_review_near_duplicate
0.953733,DISC-MEDIA-0402,DISC-MEDIA-0486,Full Ownership Of Pandora Jv Set To Unlock Significant Potential For Lonmin,Lonmin Reports Fatality At Rowland Shaft,2018,2016,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/full-ownership-of-pandora-jv-set-to-unlock-significant-potential-for-lonmin-2018-01-19,https://www.engineeringnews.co.za/article/lonmin-reports-fatality-at-rowland-shaft-2016-05-09,manual_review_near_duplicate
0.953580,DISC-MEDIA-0402,DISC-MEDIA-0505,Full Ownership Of Pandora Jv Set To Unlock Significant Potential For Lonmin,Lonmin Shares Rise As Workers Help Prevent Shaft Closure,2018,2014,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/full-ownership-of-pandora-jv-set-to-unlock-significant-potential-for-lonmin-2018-01-19,https://www.engineeringnews.co.za/article/lonmin-shares-rise-as-workers-help-prevent-shaft-closure-2014-11-13,manual_review_near_duplicate
0.953155,DISC-MEDIA-0385,DISC-MEDIA-0536,Commission Of Inquiry Into The Marikana Massacre Outcomes,Lonmins New Ceo Shoulders Output Push As Costs Soar,2015,2013,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/commission-of-inquiry-into-the-marikana-massacre-outcomes-2015-06-26,https://www.engineeringnews.co.za/article/lonmins-new-ceo-shoulders-output-push-as-costs-soar-2013-04-04,manual_review_near_duplicate
0.952926,DISC-MEDIA-0454,DISC-MEDIA-0483,Lonmin Employee Killed In Mudslide,Lonmin Reports Fatality After E1 Shaft Tramming Accident,2015,2016,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/lonmin-employee-killed-in-mudslide-2015-10-27,https://www.engineeringnews.co.za/article/lonmin-reports-fatality-after-e1-shaft-tramming-accident-2016-11-11,manual_review_near_duplicate
0.951642,DISC-MEDIA-0486,DISC-MEDIA-0536,Lonmin Reports Fatality At Rowland Shaft,Lonmins New Ceo Shoulders Output Push As Costs Soar,2016,2013,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/lonmin-reports-fatality-at-rowland-shaft-2016-05-09,https://www.engineeringnews.co.za/article/lonmins-new-ceo-shoulders-output-push-as-costs-soar-2013-04-04,manual_review_near_duplicate
0.951271,DISC-MEDIA-0443,DISC-MEDIA-0454,Lonmin Coo Steps Down,Lonmin Employee Killed In Mudslide,2017,2015,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/lonmin-coo-steps-down-2017-03-06,https://www.engineeringnews.co.za/article/lonmin-employee-killed-in-mudslide-2015-10-27,manual_review_near_duplicate
0.950308,DISC-MEDIA-0454,DISC-MEDIA-0505,Lonmin Employee Killed In Mudslide,Lonmin Shares Rise As Workers Help Prevent Shaft Closure,2015,2014,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/lonmin-employee-killed-in-mudslide-2015-10-27,https://www.engineeringnews.co.za/article/lonmin-shares-rise-as-workers-help-prevent-shaft-closure-2014-11-13,manual_review_near_duplicate
