candidate_id,title,year,publisher,metadata_source,source_url,final_url,raw_sha256,text_sha256,text_words
CORP-NEWS-003,Sibanye-Stillwater signs three-year PGM wage agreements,2019,Sibanye-Stillwater,expanded_corporate_candidates_news_releases.csv,https://thevault.exchange/?get_group_doc=245%2F1573812467-sibanye-stillwater-signs-three-year-pgm-agreements-15nov2019.pdf,https://thevault.exchange/?get_group_doc=245%2F1573812467-sibanye-stillwater-signs-three-year-pgm-agreements-15nov2019.pdf,922d2f83a21734ee6f938ba3e53a288f3f1063a460ed3745884c5321eeedb824,e2f08e1c08b0e587e091f40ef339074d012f23dc3ea8e95fa73b8b22adf25b6c,915
CORP-NEWS-005,Referral of the Platinum wage negotiations dispute to the CCMA for Sibanye-Stillwater’s Rustenburg and Marikana operations,2019,Sibanye-Stillwater,expanded_corporate_candidates_news_releases.csv,https://thevault.exchange/?get_group_doc=245%2F1569859850-MediareleaseReferralofthePlatinumwagenegotiationsdisputetotheCCMAforSibanye-StillwatersRustenburgandMarikanaoperations30Sep2019.pdf,https://thevault.exchange/?get_group_doc=245%2F1569859850-MediareleaseReferralofthePlatinumwagenegotiationsdisputetotheCCMAforSibanye-StillwatersRustenburgandMarikanaoperations30Sep2019.pdf,276266eaa101ea2cf27b489f78a5da494b646de1276793694e3288133724aaac,142a3d7307814cd509fb45d43f958bd4a1eddbfb80e80e0a738f1dbc9f58b9b5,821
CORP-NEWS-006,Marikana Commemoration speakers call for positive change in South Africa,2023,Sibanye-Stillwater,expanded_corporate_candidates_news_releases.csv,https://thevault.exchange/?get_group_doc=245%2F1692017960-MediareleaseMarikanacommemorationcallforpositivechangeinSA14August2023.pdf,https://thevault.exchange/?get_group_doc=245%2F1692017960-MediareleaseMarikanacommemorationcallforpositivechangeinSA14August2023.pdf,d4e9fd437035b29dcad804c2348d4b78c038f250649e27ec1fa2edaa41347c16,8639bebcb73f5d6b51e9e7365e622bb7d737c8aa5a64445a4b6c9a8323691f5e,1796
CORP-SAT-001,SA PGM wage negotiations,2019,Sibanye-Stillwater,expanded_corporate_candidates_saturation.csv,https://www.sibanyestillwater.com/features/2019/sa-pgm-wage-negotiations/,https://www.sibanyestillwater.com/features/2019/sa-pgm-wage-negotiations/,c034e22865f8aac13b33c65872d6cdfde1f6a141dd2e7900fc50bfb6ca549951,1c0babde6aef02934b9b371e90d51e38f6d49b4443872a11031e054f8492fc31,120
CORP-SAT-002,Marikana Memorial,2020,Sibanye-Stillwater,expanded_corporate_candidates_saturation.csv,https://www.sibanyestillwater.com/features/2020/marikana-memorial/,https://www.sibanyestillwater.com/features/2020/marikana-memorial/,d24ebcfc4c790439eeed01d0a6538c78ce9c1528e53907f8efb24320b832cc03,7121f073ef0a463ef1b5b0d4882f9fdf77a1594e434e2ba42008172e1c0e9199,1292
CORP-SAT-003,Marikana Renewal,2021,Sibanye-Stillwater,expanded_corporate_candidates_saturation.csv,https://www.sibanyestillwater.com/features/2021/marikana-renewal/,https://www.sibanyestillwater.com/features/2021/marikana-renewal/,5bc9cf394a162808896e2afbb6cbb51ccfed93cf51d9d976bb9bc12e3ff54fa9,7e6d46bc0fad0d753f8c39a2963df05380febe6c5195eee4ae82e641ed49921f,478
CORP-SAT-004,Marikana commemoration 2021,2021,Sibanye-Stillwater,expanded_corporate_candidates_saturation.csv,https://www.sibanyestillwater.com/features/2021/marikana-commemoration/,https://www.sibanyestillwater.com/features/2021/marikana-commemoration/,9744677eefae6da29d5362b4086d2254eee929bdedfde3c1a34b85a272f52ea0,09ff036b00f987cb4a5c41d299406af9e59b242de367fb6aa63afd906bfe7551,1688
EXP-GOV-001,Release of the Marikana Commission report,2015,The Presidency / South African Government,expanded_government_candidates_batch1.csv,https://www.gov.za/news/speeches/president-jacob-zuma-release-marikana-report-25-jun-2015,https://www.gov.za/news/speeches/president-jacob-zuma-release-marikana-report-25-jun-2015,b82c27dd2ce4e0b74261e7e1ac56f17a7419642da8a2abfdc24141d757e960cd,e92cc4853a2e135d51f8be0b649a233e33cc0c5b0e096d8dedf96b3104e522df,2388
EXP-GOV-002,North West Human Settlements on Marikana housing project,2015,North West Department of Local Government and Human Settlements / South African Government,expanded_government_candidates_batch1.csv,https://www.gov.za/speeches/north-west-human-settlements-marikana-housing-project-7-dec-2015-0000,https://www.gov.za/speeches/north-west-human-settlements-marikana-housing-project-7-dec-2015-0000,50b06476fabf50986de1e788f013a2fb2c9d6740f026494c0cfe643c9c83e155,20576fbb7a8996f3a2e5278c212c30d8a43785601db96df55ecc4df6e907c8a2,288
EXP-GOV-003,North West Human Settlements on illegal occupants of Marikana houses,2016,North West Human Settlements / South African Government,expanded_government_candidates_batch1.csv,https://www.gov.za/speeches/illegal-occupants-houses-marikana-stand-be-evicted-19-apr-2016-0000,https://www.gov.za/speeches/illegal-occupants-houses-marikana-stand-be-evicted-19-apr-2016-0000,81962f089d274ee7980794245bb3178245cc1abe6963882c29037e1fbb606a63,6fb631a8b527c4e1d0fb8400b2606e79def058a916bebf6fb79bc0fb5b08de18,202
EXP-GOV-004,Government remembers Marikana,2017,South African Government,expanded_government_candidates_batch1.csv,https://www.gov.za/speeches/government-remembers-marikana-16-aug-2017-0000,https://www.gov.za/speeches/government-remembers-marikana-16-aug-2017-0000,e717dfd4191ce13e225b3c521aba0f3a8b617b9bb109ed1375cf6dedb3f48ccc,a880ae64675e86424877777003b225194dce13890304518720f08792aaecaee3,1066
EXP-GOV-005,Department of Human Settlements Embarks on Major Effort to Revitalise Distressed Mining Towns,2017,Parliament of South Africa,expanded_government_candidates_batch1.csv,https://www.parliament.gov.za/news/department-human-settlements-embarks-major-effort-revitalise-distressed-mining-towns,https://www.parliament.gov.za/news/department-human-settlements-embarks-major-effort-revitalise-distressed-mining-towns,9f1253b5b99cba8b6caf31a0acba7bc1b79f9dd85f63bdcbe5bb29e8fb209b1f,0700122efff5cdb030751a3133dea36ee526f47f9d3c7f081c81543a1c3f205e,1141
EXP-GOV-010,Panel of Experts Report on Policing and Crowd Management,2018,Panel of Experts / Minister of Police,source_overrides,https://www.polity.org.za/attachment.php?aa_id=84996,https://cisp.cachefly.net/assets/articles/attachments/84996_pannel_of_experts_2021.pdf,5d2222e3f5ff12cf418d2d5def88f6825a640d805f30600361587522b9960f34,4964531a668baec7e9544509f914835905d9e62312133f29fbdd53571636d9f9,194376
EXP-GOV-011,Parliament requests update from SAPS on implementation of recommendations in Panel of Experts Report,2021,Parliament of South Africa,expanded_government_candidates_batch2.csv,https://www.gov.za/news/media-statements/parliament-requests-update-saps-implementation-recommendations-panel-experts,https://www.gov.za/news/media-statements/parliament-requests-update-saps-implementation-recommendations-panel-experts,10f3039e5a0ed182ebd8d651e44918395383c75219a8e77f1be0c3f12d4d1d8e,a874f9779d8cde0f6fc6363e786ac8f462e9f6ee3dc11013771e5040f4b763c9,598
EXP-GOV-012,Panel of experts on Farlam Commission briefs Parliament,2017,South African Government News Agency,expanded_government_candidates_batch2.csv,https://www.sanews.gov.za/south-africa/panel-experts-farlam-commission-briefs-parliament,https://www.sanews.gov.za/south-africa/panel-experts-farlam-commission-briefs-parliament,3aabcc5dd60ee54aeb9a44987c15cc81ab60b0b317d120869b30466629bd9838,18595e00a90f913abed53954235344df6f1fd5872a682e1d0e028dca41341387,650
GOV-SAT-001,Government on Marikana related litigation,2023,South African Government / GCIS,expanded_government_candidates_saturation.csv,https://www.gov.za/news/media-statements/government-marikana-related-litigation-17-aug-2023,https://www.gov.za/news/media-statements/government-marikana-related-litigation-17-aug-2023,cf9ba96afc33a58fb50b70540a06322dcfdb80e250bbc10b64c54f3766d7f186,6ad177c39f8a76e61eb9d52e77d428bcca91e080c9404298470f3ba51a4026fd,603
WEB-GOV-001,Minister Nathi Nhleko says closure needed over Marikana,2015,South African Police Service / South African Government,expanded_government_candidates_web.csv,https://www.gov.za/news/media-statements/minister-nathi-nhleko-says-closure-needed-over-marikana-12-aug-2015,https://www.gov.za/news/media-statements/minister-nathi-nhleko-says-closure-needed-over-marikana-12-aug-2015,d953420730a026caab5187b337af04efba66925bec2b63552638db4532a07159,25fc5c703a4e4348cbbbbc0cfde5613d14d10c10b28e2d152095a728330d92b8,236
WEB-GOV-002,Farlam recommendations being implemented,2016,South African Government News Agency,expanded_government_candidates_web.csv,https://www.sanews.gov.za/south-africa/farlam-recommendations-being-implemented,https://www.sanews.gov.za/south-africa/farlam-recommendations-being-implemented,1f4eb224afe06704cc05190dfad45d5305332ac74a7364ed1a5644ec8be29803,aa5cfe8d298ca15ff1f32b386f152ece2181c7db59ae21de74ddd40a8608d1ca,976
WEB-GOV-003,Government remembers Marikana tragedy,2020,Government Communication and Information System,expanded_government_candidates_web.csv,https://www.gcis.gov.za/newsroom/media-releases/government-remembers-marikana-tragedy,https://www.gcis.gov.za/newsroom/media-releases/government-remembers-marikana-tragedy,c65271db819664f60dee583ae689363534263d8e6f7fca22ad3712f970c74b43,b074680973488125e891351f3da6eaf95bbe2a0c6c25025be07d862ec79061eb,404
WEB-GOV-004,Government commemorates the Marikana tragedy,2022,South African Government,expanded_government_candidates_web.csv,https://www.gov.za/news/media-statements/government-commemorates-marikana-tragedy-16-aug-2022,https://www.gov.za/news/media-statements/government-commemorates-marikana-tragedy-16-aug-2022,c41966812f361788dc3d7f31561206c1b2d7091d4067af018f192a611010eef1,4a38ce28730e60d4ed9699c5a105d1b4a7b8a46c2c9edc4c6a1c1db82da5633c,1336
expanded_media_candidates__EXP-MEDIA-001,It's business unusual at 'improving' Lonmin – Munroe,2013,Mining Weekly,source_overrides,https://www.miningweekly.com/article/its-business-unusual-at-improving-lonmin-munroe-2013-03-15,https://www.miningweekly.com/article/its-business-unusual-at-improving-lonmin-munroe-2013-03-15,b2689624f4cafdc62dfc129dcfdac7af99777dad322a2bb25ab7f242ba409393,ffb49d257b8daddec1d9a03a0c45066ea9c771a0bd57f18400e88594d54fb862,1644
expanded_media_candidates__EXP-MEDIA-002,Lonmin accelerates union recognition process to ease Marikana tensions,2013,Mining Weekly,expanded_media_candidates.csv,https://www.miningweekly.com/article/lonmin-accelerates-union-recognition-process-to-ease-marikana-tensions-2013-05-17,https://www.miningweekly.com/article/lonmin-accelerates-union-recognition-process-to-ease-marikana-tensions-2013-05-17,2601cc0d876a542362d8f0486a7d10e87dbef5c3470cbc733337b8b959ca7bd4,d455bf5a260bba4f231a999fd44580c03e6bedeea90c8ae27216bf82a75a300d,585
expanded_media_candidates__EXP-MEDIA-003,Lonmin to derecognise smaller unions in favour of AMCU,2013,Mining Weekly,expanded_media_candidates.csv,https://www.miningweekly.com/article/lonmin-to-derecognise-smaller-unions-in-favour-of-amcu-2013-08-23,https://www.miningweekly.com/article/lonmin-to-derecognise-smaller-unions-in-favour-of-amcu-2013-08-23,8fae01e4a344cfde38d36a9a928102e87390d09e70d240d137ef249f4f79a4b1,391256dff7e126cd5c5c9921a02b821e3a84ef5f2d478bde6dcb9f9e4ffbf941,729
expanded_media_candidates__EXP-MEDIA-004,NUM wants members at Lonmin back,2013,Mining Weekly,expanded_media_candidates.csv,https://www.miningweekly.com/article/num-wants-members-at-lonmin-back-2013-07-11,https://www.miningweekly.com/article/num-wants-members-at-lonmin-back-2013-07-11,c01a9631faac32000bc66d718b4aebf12fe4af0c904a8b4ea6bd25a5a00c5956,d404a4c9e124e1d3b0d69844cd268bf57dd2208377ac051fd85bcf3e79f1e603,501
expanded_media_candidates__EXP-MEDIA-005,NUM member gunned down at Lonmin hostel,2013,Mining Weekly,expanded_media_candidates.csv,https://www.miningweekly.com/article/num-member-gunned-down-at-lonmin-hostel-2013-06-03,https://www.miningweekly.com/article/num-member-gunned-down-at-lonmin-hostel-2013-06-03,dbc7727f91f538114fb7a4f490f67a3e01db8b1482c0a7aa8c866efaa21e2ea9,cae0ab0f706a29c799b2d52227b82dc7b35889a88bcb72f9243327b2cef93464,616
expanded_media_candidates__EXP-MEDIA-006,AMCU postpones Lonmin strike action pending meeting with Motlanthe,2013,Mining Weekly,expanded_media_candidates.csv,https://www.miningweekly.com/article/amcu-postpones-strike-action-pending-meeting-with-motlanthe-2013-06-13,https://www.miningweekly.com/article/amcu-postpones-strike-action-pending-meeting-with-motlanthe-2013-06-13,1ca8772bfd7dcabe7248d505ab8abad5b7072e00bfe15cb8280a4710ca4b130d,e83684f0425dca4daf42ae170fc590d0073d955611493053466a1a6686772f6b,1042
expanded_media_candidates__EXP-MEDIA-007,Union puts chamber on spot over alleged Lonmin breach,2013,Mining Weekly,expanded_media_candidates.csv,https://www.miningweekly.com/article/union-puts-chamber-on-spot-over-alleged-lonmin-breach-2013-09-06,https://www.miningweekly.com/article/union-puts-chamber-on-spot-over-alleged-lonmin-breach-2013-09-06,92a54f63f798ad38698df8096ada5e035ffb48df1a93fce91938633c5b15ad16,56b906b531737f7fa445d9308653221bc70f434a3d77f16926dd9f60e0317c57,1366
expanded_media_candidates__EXP-MEDIA-008,Solidarity gears up for Lonmin strike,2013,Mining Weekly,expanded_media_candidates.csv,https://www.miningweekly.com/article/solidarity-gears-up-for-lonmin-strike-2013-08-19,https://www.miningweekly.com/article/solidarity-gears-up-for-lonmin-strike-2013-08-19,d8771c06379330c58189f8c80b159932a1d8eb30d4d6ca45b11770ef286362ed,1b88cc2f5e445540a24832008eb395a200480a3317463ff354f83dcd0786ca9b,603
expanded_media_candidates__EXP-MEDIA-009,An end to platinum miner's single-sex hostels beckons,2014,Mining Weekly,expanded_media_candidates.csv,https://www.miningweekly.com/article/an-end-to-platinum-miners-single-sex-hostels-beckons-2014-03-28,https://www.miningweekly.com/article/an-end-to-platinum-miners-single-sex-hostels-beckons-2014-03-28,ee5e142feda7377c9ad5ed69989bc898da90a76fb5cded36893a090a34f9d566,25343bb3988501058268c1750729233a49ddbc23bd0b3d0ccaf6485b6ed90286,1836
expanded_media_candidates__EXP-MEDIA-010,Marikana report to Zuma by Tuesday,2015,Mining Weekly,expanded_media_candidates.csv,https://www.miningweekly.com/article/marikana-report-to-zuma-by-tuesday-2015-03-30,https://www.miningweekly.com/article/marikana-report-to-zuma-by-tuesday-2015-03-30,5708d12ab7043b303a45c6ca5ce6cb9b7c471294af4fa72b3c27e939e9d629c8,90402ca2158e96a0f563f2277732c99ccb4fd7c83897720a006d20de437a923f,495
expanded_media_candidates__EXP-MEDIA-011,Marikana Commission: Sowing the killing fields,2012,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2012-11-09-marikana-commission-sowing-the-killing-fields/,https://www.dailymaverick.co.za/article/2012-11-09-marikana-commission-sowing-the-killing-fields/,ca562f31085cf22a8158aca3b110780ba7267e895af6ae6c12fa231f38b6de2f,44c9ce59960642d0e6a654fc89c58ef6a9466fcc355cccde730b9298b32a8cff,1366
expanded_media_candidates__EXP-MEDIA-012,Marikana Commission: 'Don't single us out' - police,2012,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2012-11-06-marikana-commission-dont-single-us-out-police/,https://www.dailymaverick.co.za/article/2012-11-06-marikana-commission-dont-single-us-out-police/,b3378efabd03e3fbd483b411018f9b822c0e952f918a19570cc8ce368d907804,50dfa75cc8b2de3870af9d12d546fd882572261d39e2b54bbcc45def93c4f6e6,729
expanded_media_candidates__EXP-MEDIA-013,"Marikana Commission: The foiled saviour, Joseph Mathunjwa",2012,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2012-11-29-marikana-commission-the-foiled-saviour-joseph-mathunjwa/,https://www.dailymaverick.co.za/article/2012-11-29-marikana-commission-the-foiled-saviour-joseph-mathunjwa/,27438aa088324b2d52a0384419f2acfe683ea1ec6cd3baba601e697ee6d3a6d8,0c2319b3c46cb0cf9480be593e09e9106c60813fc30975a028eb02ddbebbe5aa,882
expanded_media_candidates__EXP-MEDIA-014,25 October 2012: A day of reckoning at Marikana,2012,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2012-10-24-25-october-2012-a-day-of-reckoning-at-marikana/,https://www.dailymaverick.co.za/article/2012-10-24-25-october-2012-a-day-of-reckoning-at-marikana/,943d866de80df31937e7996c1ed80d7e22528443fe51e8ba3ec1b16462d62953,4e3ea31dfdf919d9c2c794cf7d9b1437e647a862a253530379106b22ab2b5eb4,1933
expanded_media_candidates__EXP-MEDIA-015,Marikana Commission: Gung-ho Mangwashi Phiyega under scrutiny,2013,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2013-01-24-marikana-commission-gung-ho-mangwashi-phiyega-under-scrutiny/,https://www.dailymaverick.co.za/article/2013-01-24-marikana-commission-gung-ho-mangwashi-phiyega-under-scrutiny/,20fa47c71b94ac64ffed4b312ab72451d8c33092dced83fa70bc73dac39ffd9f,7d241e22febe66fa22ee00065039db1528a597d2db6ce16dcf9ad0339709cfb2,796
expanded_media_candidates__EXP-MEDIA-016,Money-kana Commission?,2013,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2013-08-30-money-kana-commission/,https://www.dailymaverick.co.za/article/2013-08-30-money-kana-commission/,fa909a6d32232329c44f0aed441aacfa431eaedb93ff82a505ce85323d11c89a,056db2efff6cea76c28b8552d852739c8ab499b71ad49dea640b063e04bd1105,862
expanded_media_candidates__EXP-MEDIA-017,"Marikana Commission: Lies, videotapes and the police's crumbling wall of deceit",2013,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2013-09-16-marikana-commission-lies-videotapes-and-the-polices-crumbling-wall-of-deceit/,https://www.dailymaverick.co.za/article/2013-09-16-marikana-commission-lies-videotapes-and-the-polices-crumbling-wall-of-deceit/,a0871c7065bd9ceeb9e015f22a429619b90e80fd25a96d9c84044b28517bc7a0,5e31e6e57caf4214583c94ebeaa23343510424f17888e6c3c29e672c99c045ea,1518
expanded_media_candidates__EXP-MEDIA-018,Marikana massacre: More disturbing questions about police planning and objectives,2013,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2013-10-23-marikana-massacre-more-disturbing-questions-about-police-planning-and-objectives/,https://www.dailymaverick.co.za/article/2013-10-23-marikana-massacre-more-disturbing-questions-about-police-planning-and-objectives/,4bfa432b2cdcd03025a4404fc94df558b8c504638f9ab4ad3dc1138d170228fa,058c26de8ab8949408d87ccab23a5d9059cb62d90ce1c30d94e99a3713dba22a,1204
expanded_media_candidates__EXP-MEDIA-019,"Marikana massacre: SAPS, Lonmin, Ramaphosa & time for blood. Miners' blood.",2013,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2013-10-24-marikana-massacre-saps-lonmin-ramaphosa-time-for-blood-miners-blood/,https://www.dailymaverick.co.za/article/2013-10-24-marikana-massacre-saps-lonmin-ramaphosa-time-for-blood-miners-blood/,6b8c8b91be67468c6ed53206e4c62ed4be519af3941f7306efbada02c090662f,96c5940da3be55d96a4dd32fd89d4a2b44b1e29eb4ed3adf0bd480d1ac697891,2039
expanded_media_candidates__EXP-MEDIA-020,"Marikana massacre: Ramaphosa's statement, revisited",2013,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2013-10-25-marikana-massacre-ramaphosas-statement-revisited/,https://www.dailymaverick.co.za/article/2013-10-25-marikana-massacre-ramaphosas-statement-revisited/,aaf4bd7ad192eeaadb5f52f192f5c37f6c25091d0eefe08f79209be09c40cdea,82537cbdb054407b0f325e09a049dd155bc410366aed46591e0cedc792d5b53a,1222
expanded_media_candidates__EXP-MEDIA-021,"Memories of Marikana, through the eNCA lens",2013,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2013-08-13-memories-of-marikana-through-the-enca-lens/,https://www.dailymaverick.co.za/article/2013-08-13-memories-of-marikana-through-the-enca-lens/,f84bce72481893c8930d9c0e10447cfc9b3fb0dd750d0735003b250b376b4cf4,3824e8101415ccac7ec05d64746b009befa83114851c29e97e010acba0aa8fe1,1098
expanded_media_candidates__EXP-MEDIA-022,Marking the anniversary of two mining massacres: So much remains the same,2013,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2013-08-14-marking-the-anniversary-of-two-mining-massacres-so-much-remains-the-same/,https://www.dailymaverick.co.za/article/2013-08-14-marking-the-anniversary-of-two-mining-massacres-so-much-remains-the-same/,51e3acd168cb6290cec7171f5022521598911569f15bb7c858f13b4132ba47bd,b811ad23c74197b341ffc6d11ff3c9eded04d06abd0bc80b4a4a85aaabb162a0,968
expanded_media_candidates__EXP-MEDIA-023,Marikana massacre: The first of Lonmin's voices are heard,2014,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2014-06-09-marikana-massacre-the-first-of-lonmins-voices-are-heard/,https://www.dailymaverick.co.za/article/2014-06-09-marikana-massacre-the-first-of-lonmins-voices-are-heard/,ff542f99dbc18ba1c7ad03ebcf11147985ad422a35421ed5698c7c3b6d7c2fae,129c755990cab327cefb7a4a78ca37da36666c67e68042086e90a73fb33007eb,2316
expanded_media_candidates__EXP-MEDIA-024,Marikana report: Key findings and recommendations,2015,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2015-06-26-marikana-report-key-findings-and-recommendations/,https://www.dailymaverick.co.za/article/2015-06-26-marikana-report-key-findings-and-recommendations/,4980c8619e66ba7b1ba3f56ca5e38c06533cc505c8880fb188313935bfd6c393,b3c9a6a8e3ea884723879deaf08dcbf70699096a6e5d8b3073e0c88d671af39a,1403
expanded_media_candidates__EXP-MEDIA-025,amaBhungane: 'War' looming over Marikana housing evictions,2016,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2016-08-31-amabhungane-war-looming-over-marikana-housing-evictions/,https://www.dailymaverick.co.za/article/2016-08-31-amabhungane-war-looming-over-marikana-housing-evictions/,a8f32777074555ce6cc942b26eaa8b50fb87279373b1015b469670a2a3d56794,915f52080c81dac97b35af50a3fff0165753883fcae554b6bba18171c87d42a8,1432
expanded_media_candidates__EXP-MEDIA-029,Marikana: What's been done on SAPS recommendations?,2017,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2017-08-16-marikana-whats-been-done-on-saps-recommendations/,https://www.dailymaverick.co.za/article/2017-08-16-marikana-whats-been-done-on-saps-recommendations/,7f7509abd65d62034a886d5f5c42d97edfbef8e233c27e09b4992453790c8288,ae4f7dc53801bcaaabaea1153d7da4af0a5f057b94a93b1db37dd2ff07f898bc,1215
expanded_media_candidates__EXP-MEDIA-033,Community wants ConCourt to declare R5bn Lonmin deal illegal,2019,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2019-07-21-community-wants-concourt-to-declare-r5bn-lonmin-deal-illegal/,https://www.dailymaverick.co.za/article/2019-07-21-community-wants-concourt-to-declare-r5bn-lonmin-deal-illegal/,bb6ad72aa8f41c4f0a2675f9bc6306013c82b88701253967dba2c513804cadd5,f783e5e5c3e7928636b4bb8f7eb833428512f28ab3dd4aa888bd4b1754e48190,839
expanded_media_candidates__EXP-MEDIA-035,"Marikana massacre: The devastating impact of the narrative painted by business, police and the state",2020,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2020-08-26-marikana-massacre-the-devastating-impact-of-the-narrative-painted-by-business-police-and-the-state/,https://www.dailymaverick.co.za/article/2020-08-26-marikana-massacre-the-devastating-impact-of-the-narrative-painted-by-business-police-and-the-state/,878ba6332fb598294636e6066facfb1ccf7753b193d517ac070e0bc2a1da73af,9ce4957dd8c906e04ff650d7bad28fd70a61fd475c7b69b25c913e5908699acb,1268
expanded_media_candidates__EXP-MEDIA-036,"SAPS transformation: Key report gathers dust, snubbing Marikana Commission",2021,Daily Maverick,expanded_media_candidates.csv,https://www.dailymaverick.co.za/article/2021-01-17-saps-transformation-key-report-gathers-dust-snubbing-marikana-commission/,https://www.dailymaverick.co.za/article/2021-01-17-saps-transformation-key-report-gathers-dust-snubbing-marikana-commission/,2176ab5f5bad59eb6fdd251c5453c0f4637ad6d3eea5935247b62b320ece13e2,6649e3520f5997f75705a0909bde00a03a97ccfbbc715ac354aebd2594b1c50c,1222
expanded_media_candidates_02__EXP-MEDIA-037,Lonmin workers embark on illegal work stoppage,2013,Mining Weekly,expanded_media_candidates_02.csv,https://www.miningweekly.com/article/illegal-strike-erupts-at-lonmin-2013-03-05,https://www.miningweekly.com/article/illegal-strike-erupts-at-lonmin-2013-03-05,78c3f3e30708f3757d22d7a56db6acff7438a30c80c25c1879f39e7f33e23750,a8a4612f9b8c4555712a8f3100703a049fb9a11e19da37e3258f53d912d31da6,951
expanded_media_candidates_02__EXP-MEDIA-038,"AMCU, Lonmin find strike-averting meeting point?",2013,Mining Weekly,expanded_media_candidates_02.csv,https://www.miningweekly.com/article/amcu-lonmin-find-strike-averting-meeting-point-deputy-president-2013-06-21,https://www.miningweekly.com/article/amcu-lonmin-find-strike-averting-meeting-point-deputy-president-2013-06-21,d9ca66d9a1d518528083361acd1c09873d5c0a3c92fde6995d7b3a45f383bb11,25a355b8a61344e281e8d3b5221bbc4f595f13807addceff30997eb6ed86e979,1132
expanded_media_candidates_02__EXP-MEDIA-039,Lonmin confirms work stoppage across shafts,2013,Mining Weekly,expanded_media_candidates_02.csv,https://www.miningweekly.com/article/lonmin-confirms-work-stoppage-across-shafts-2013-05-14,https://www.miningweekly.com/article/lonmin-confirms-work-stoppage-across-shafts-2013-05-14,3f1383968b0976264a7ebc2e473dbeb530c6778433ddb4619169e833ebbc1b9c,5e9fa54401f2ac41a5046b1c32a021c7441685de64342985fc28be33b6fd5abb,570
expanded_media_candidates_02__EXP-MEDIA-040,"AMCU, Lonmin talks reach deadlock, formal arbitration to start",2013,Mining Weekly,expanded_media_candidates_02.csv,https://www.miningweekly.com/article/amcu-lonmin-talks-reach-deadlock-formal-arbitration-to-start-2013-05-23,https://www.miningweekly.com/article/amcu-lonmin-talks-reach-deadlock-formal-arbitration-to-start-2013-05-23,03561e8e87e4bc6a9c9b206fa6f70fd70c00d3e23c9e485739283f4ac577490e,2cfd9f9de83584d3bcaacc0dc3f30c4291e8538c7c334e371787497e0491c107,538
expanded_media_candidates_02__EXP-MEDIA-041,"Lonmin to lose 3 100 oz/d, Implats 2 800 oz/d in production owing to AMCU strike",2014,Mining Weekly,expanded_media_candidates_02.csv,https://www.miningweekly.com/article/lonmin-to-lose-3-100-ozd-implats-2-800-ozd-in-production-owing-to-amcu-strike-2014-01-23,https://www.miningweekly.com/article/lonmin-to-lose-3-100-ozd-implats-2-800-ozd-in-production-owing-to-amcu-strike-2014-01-23,2b6157a67fd6f33b68ebcfaf49a2723d549317c6e1748bdf806512c8f21259de,29c41c74e9fdd41e778855ffb78bb73b92395f245dfb2b9158fe256dac7b83cf,606
expanded_media_candidates_02__EXP-MEDIA-042,"AMCU, platinum companies' wage talks stall",2014,Mining Weekly,expanded_media_candidates_02.csv,https://www.miningweekly.com/article/amcu-platinum-companies-wage-talks-stall-2014-02-06,https://www.miningweekly.com/article/amcu-platinum-companies-wage-talks-stall-2014-02-06,c2f91697b4e4bb8c3904550d870805e8778f139b613be3086acaa63620c8c96f,45e5725991774cf9fb6ad1c382c4aacf5af73e5e5e6307b5e0147be55cd4ec22,691
expanded_media_candidates_02__EXP-MEDIA-043,AMCU sidelined as platinum producers take offer directly to employees,2014,Mining Weekly,expanded_media_candidates_02.csv,https://www.miningweekly.com/article/amcu-sidelined-as-platinum-producers-take-offer-directly-to-employees-2014-04-25,https://www.miningweekly.com/article/amcu-sidelined-as-platinum-producers-take-offer-directly-to-employees-2014-04-25,7ce6b7e04c3fe5a45f6650e878501978c7b3920f187e472d500299b62cd9d08a,cf6f2f6a2415e4f3a25640f780ca69eebd047824700726bc7141b4e8e736ec09,763
