publisher,url,canonical_url,year,prescreen_status
Daily Maverick,https://www.dailymaverick.co.za/article/2022-03-08-num-amcu-members-to-down-tools-at-sibanyes-gold-ops-on-9-march/,https://dailymaverick.co.za/article/2022-03-08-num-amcu-members-to-down-tools-at-sibanyes-gold-ops-on-9-march,2022,secondary_keyword_only_review
Daily Maverick,https://www.dailymaverick.co.za/article/2022-04-06-sibanyes-froneman-draws-a-line-in-the-sand-on-above-inflation-wage-increases/,https://dailymaverick.co.za/article/2022-04-06-sibanyes-froneman-draws-a-line-in-the-sand-on-above-inflation-wage-increases,2022,secondary_keyword_only_review
Daily Maverick,https://www.dailymaverick.co.za/article/2022-05-15-sibanye-ceo-froneman-explains-r300m-renumeration-package/,https://dailymaverick.co.za/article/2022-05-15-sibanye-ceo-froneman-explains-r300m-renumeration-package,2022,secondary_keyword_only_review
Daily Maverick,https://www.dailymaverick.co.za/article/2022-05-29-sibanye-stillwater-in-mediation-with-striking-unions-while-wage-talks-remain-deadlocked/,https://dailymaverick.co.za/article/2022-05-29-sibanye-stillwater-in-mediation-with-striking-unions-while-wage-talks-remain-deadlocked,2022,secondary_keyword_only_review
Daily Maverick,https://www.dailymaverick.co.za/article/2022-05-31-sibanye-wage-talks-deadlock-again-num-amcu-seek-arbitrator-to-end-strike/,https://dailymaverick.co.za/article/2022-05-31-sibanye-wage-talks-deadlock-again-num-amcu-seek-arbitrator-to-end-strike,2022,secondary_keyword_only_review
Daily Maverick,https://www.dailymaverick.co.za/article/2022-06-02-signs-of-imminent-deal-to-end-sibanye-gold-strike-as-union-boss-joseph-mathunjwa-rallies-numco/,https://dailymaverick.co.za/article/2022-06-02-signs-of-imminent-deal-to-end-sibanye-gold-strike-as-union-boss-joseph-mathunjwa-rallies-numco,2022,secondary_keyword_only_review
Daily Maverick,https://www.dailymaverick.co.za/article/2022-06-05-as-sibanye-gold-strike-ends-focus-shifts-to-pgm-wage-talks-and-numcu-o/,https://dailymaverick.co.za/article/2022-06-05-as-sibanye-gold-strike-ends-focus-shifts-to-pgm-wage-talks-and-numcu-o,2022,secondary_keyword_only_review
Daily Maverick,https://www.dailymaverick.co.za/article/2022-06-07-electrician-killed-in-shootout-involving-150-zamas-at-moth-balled-sibanye-gold-mine-video-included/,https://dailymaverick.co.za/article/2022-06-07-electrician-killed-in-shootout-involving-150-zamas-at-moth-balled-sibanye-gold-mine-video-included,2022,secondary_keyword_only_review
Daily Maverick,https://www.dailymaverick.co.za/article/2022-06-08-sibanye-wage-talks-hit-a-snag-as-haggling-still-persists-after-broad-agreement-to-end-strike/,https://dailymaverick.co.za/article/2022-06-08-sibanye-wage-talks-hit-a-snag-as-haggling-still-persists-after-broad-agreement-to-end-strike,2022,secondary_keyword_only_review
Daily Maverick,https://www.dailymaverick.co.za/article/2022-06-12-sibanye-gold-strike-finally-ends-eyes-turn-to-pgm-wage-talks/,https://dailymaverick.co.za/article/2022-06-12-sibanye-gold-strike-finally-ends-eyes-turn-to-pgm-wage-talks,2022,secondary_keyword_only_review
Daily Maverick,https://www.dailymaverick.co.za/article/2022-06-14-sibanye-shuts-down-montana-pgm-operation-in-us-after-floods/,https://dailymaverick.co.za/article/2022-06-14-sibanye-shuts-down-montana-pgm-operation-in-us-after-floods,2022,secondary_keyword_only_review
Daily Maverick,https://www.dailymaverick.co.za/article/2022-06-27-implats-secures-five-year-wage-deal-with-amcu-numsa-member-murdered-in-rustenburg/,https://dailymaverick.co.za/article/2022-06-27-implats-secures-five-year-wage-deal-with-amcu-numsa-member-murdered-in-rustenburg,2022,secondary_keyword_only_review
Daily Maverick,https://www.dailymaverick.co.za/article/2022-06-28-amcus-mathunjwa-has-a-strong-message-for-sibanye-ahead-of-wage-talks/,https://dailymaverick.co.za/article/2022-06-28-amcus-mathunjwa-has-a-strong-message-for-sibanye-ahead-of-wage-talks,2022,secondary_keyword_only_review
