candidate_id,review_priority,evidence_class,title,year,publication_date_from_url,publisher,url,targeted_fetch_status,retrieved_text_words,retrieved_text_sha256,retrieved_lonmin_mentions,retrieved_sibanye_mentions,case_terms,case_mentions_total,event_terms,event_distinct_terms,social_terms,social_distinct_terms,corporate_terms,corporate_distinct_terms,evidence_note,review_decision,review_reason_code,review_note
SEC-MEDIA-0001,1,strong_case_context_supported,Down With Amcu And Malema Cosatu And Mk Sing From The Same Song Sheet,2012,2012-10-15,Daily Maverick,https://www.dailymaverick.co.za/article/2012-10-15-down-with-amcu-and-malema-cosatu-and-mk-sing-from-the-same-song-sheet/,retrieved_extracted,871,c7cac2e941e12ec09829f61f3676b0bb247bc3d95968f5fb358917ad06f1aada,0,0,marikana,4,strike;worker_miner;police;shooting_death;union,5,,0,,0,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0115,1,strong_case_context_supported,From The Nums Ashes Amcu Will Rise And Rise,2012,2012-10-19,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2012-10-19-from-the-nums-ashes-amcu-will-rise-and-rise/,retrieved_extracted,1149,cbb8e18b8df74aa71f554e089e2d4f8c84bc5cb9e25d9841fba44428d7eb00cb,1,0,marikana,7,strike;worker_miner;police;shooting_death;wage;union,6,housing,1,share_price;exploration_project,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0002,1,strong_case_context_supported,Amcu The Champion Of Nationalisation Sort Of,2013,2013-01-18,Daily Maverick,https://www.dailymaverick.co.za/article/2013-01-18-amcu-the-champion-of-nationalisation-sort-of/,retrieved_extracted,1045,80e18065115f3ec576acda8d3c345d4cf925e32479d9b6419340e6c8dab66af1,0,0,marikana,1,strike;worker_miner;shooting_death;union;protest_unrest,5,commission_inquiry,1,transaction;exploration_project,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0003,1,strong_case_context_supported,Rustenburg Amcu And Num Call A Truce For Now,2013,2013-02-20,Daily Maverick,https://www.dailymaverick.co.za/article/2013-02-20-rustenburg-amcu-and-num-call-a-truce-for-now/,retrieved_extracted,1275,9e0f739cb9585507147798b32cc12c4eccaa08f82dbcf1054529539e4452250f,1,0,marikana,4,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,7,commission_inquiry,1,earnings_results,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0004,1,strong_case_context_supported,The Numamcu Cold War Moves To Bargaining Councils,2013,2013-04-09,Daily Maverick,https://www.dailymaverick.co.za/article/2013-04-09-the-numamcu-cold-war-moves-to-bargaining-councils/,retrieved_extracted,1109,1ad98502f846ee3bae7aefbf8b33faa6d940336d48be662206ed9143b93045d3,6,0,marikana,5,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,7,commission_inquiry,1,transaction,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0005,1,strong_case_context_supported,Negotiating Season Amcus Headache Mathunjwas Migraine,2013,2013-05-14,Daily Maverick,https://www.dailymaverick.co.za/article/2013-05-14-negotiating-season-amcus-headache-mathunjwas-migraine/,retrieved_extracted,1281,0c658ab76a08d742469b0abebee453e87bbe214a0138a26101ac017b06ba4a1a,2,0,marikana,5,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,7,justice_accountability,1,share_price,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0006,1,strong_case_context_supported,Anglo Platinum Strike Still Looms,2013,2013-05-17,Daily Maverick,https://www.dailymaverick.co.za/article/2013-05-17-anglo-platinum-strike-still-looms/,retrieved_extracted,1864,162c201230f041b094d3c1b4b92bf5f9654a5881c5c096cc402240530d4f22e2,0,0,marikana,1,strike;worker_miner;wage;union;protest_unrest,5,housing;community,2,earnings_results;funding_debt;transaction;exploration_project;commodity_market,5,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0007,1,strong_case_context_supported,Agreement For A Sustainable Mining Industry Amcu Needs More Time,2013,2013-07-04,Daily Maverick,https://www.dailymaverick.co.za/article/2013-07-04-agreement-for-a-sustainable-mining-industry-amcu-needs-more-time/,retrieved_extracted,1053,b100cf746a40cddf01af16dc4fa9ea310d0b7fc3e40fe68d8cc7af004dc89faf,3,0,marikana,1,worker_miner;police;wage;union,4,housing,1,earnings_results,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0184,1,strong_case_context_supported,Amcu Outdoes Num Demands 150 Pay Rise For Entry Level Gold Miners,2013,2013-06-25,Engineering News,https://www.engineeringnews.co.za/article/amcu-outdoes-num-demands-150-pay-rise-for-entry-level-gold-miners-2013-06-25,retrieved_extracted,1356,a4444295e8b25dad35a61bff11f2da44c1e2d0071715608ed5bf7e28462aaa9c,1,1,marikana,1,strike;worker_miner;shooting_death;wage;union,5,housing,1,share_price;earnings_results,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0185,1,strong_case_context_supported,Amcu Outdoes Num Demands 150 Pay Rise For Entry Level Gold Miners,2013,2013-07-05,Engineering News,https://www.engineeringnews.co.za/article/amcu-outdoes-num-demands-150-pay-rise-for-entry-level-gold-miners-2013-07-05,retrieved_extracted,1364,ed5de97bd35df840ba3060a9999b9387eda3e36ad778bfc5213911037336c621,1,1,marikana,1,strike;worker_miner;shooting_death;wage;union,5,housing,1,share_price;earnings_results,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0233,1,strong_case_context_supported,Amcu Threatens To Bring South Africa To Standstill,2013,2013-05-17,Engineering News,https://www.engineeringnews.co.za/article/amcu-threatens-to-bring-south-africa-to-standstill-2013-05-17,retrieved_extracted,938,22e0fa15b05575dfd68c50712663af3ceb4e54d2c478a37a3d910e61d9931b7e,1,0,marikana,2,strike;worker_miner;police;shooting_death;union;protest_unrest,6,,0,share_price;earnings_results,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0321,1,strong_case_context_supported,Economy Failed Miners Says Amcus Mathunjwa,2013,2013-08-16,Engineering News,https://www.engineeringnews.co.za/article/economy-failed-miners-says-amcus-mathunjwa-2013-08-16,retrieved_extracted,616,39425ea6cc774581ebf556be728dcb7d31b0fe865ed0f06fe5eb1900b5256f89,3,0,marikana,4,strike;worker_miner;police;shooting_death;wage;union,6,,0,earnings_results,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0327,1,strong_case_context_supported,False Evidence By Saps To Implicate Amcu In Threats To Kill Police Officers,2013,2013-09-23,Engineering News,https://www.engineeringnews.co.za/article/false-evidence-by-saps-to-implicate-amcu-in-threats-to-kill-police-officers-2013-09-23,retrieved_extracted,697,02bb51f66fae8257bbc83022a4838213a0d9b65072f461ea049fd4e784241313,0,0,marikana;farlam,3,strike;worker_miner;police;shooting_death;union;protest_unrest,6,commission_inquiry,1,earnings_results,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0010,1,strong_case_context_supported,Platinum Politics Under Pressure To Deliver Amcu Shifts To Damage Control,2014,2014-01-14,Daily Maverick,https://www.dailymaverick.co.za/article/2014-01-14-platinum-politics-under-pressure-to-deliver-amcu-shifts-to-damage-control/,retrieved_extracted,772,0182ab0f638873707bbc98f6ed9475bac76980b9d803c1a70408a07faae2952d,2,0,marikana,1,strike;worker_miner;shooting_death;wage;union,5,community,1,production_output,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0012,1,strong_case_context_supported,Amcu Holds Firm On Platinum Strike,2014,2014-01-30,Daily Maverick,https://www.dailymaverick.co.za/article/2014-01-30-amcu-holds-firm-on-platinum-strike/,retrieved_extracted,879,4c3bd7e93950d8759c08af5c250fd77686546eefa3dde8910e2b469857deb740,2,1,marikana,2,strike;worker_miner;shooting_death;wage;union,5,justice_accountability;commission_inquiry,2,production_output;exploration_project,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0013,1,strong_case_context_supported,Platinum Strike The Negotiation Tables Depressing Emptiness,2014,2014-03-06,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-06-platinum-strike-the-negotiation-tables-depressing-emptiness/,retrieved_extracted,786,6413442b9e906351aaf031671410ee85ec44d44dbca04274b911333c143579d4,1,0,marikana,1,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,7,housing;justice_accountability;commission_inquiry,3,earnings_results;production_output,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0015,1,strong_case_context_supported,Amcus Mathunjwa Last Six Weeks Of Platinum Strike Was Like A Warm Up,2014,2014-03-11,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-11-amcus-mathunjwa-last-six-weeks-of-platinum-strike-was-like-a-warm-up/,retrieved_extracted,1539,a942119b93d1efc95cee634607f494421a75997cd8e222b1ede2ecd9115afd9a,4,0,marikana,2,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,7,housing;community;commission_inquiry,3,earnings_results;funding_debt;transaction,3,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0016,1,strong_case_context_supported,Amcu Takes Platinum Fight To Heart Of Amplats,2014,2014-03-19,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-19-amcu-takes-platinum-fight-to-heart-of-amplats/,retrieved_extracted,1545,8f292d81c1edb6457bda48af2aed08992bb5a1b76f2769eb7f44f3229f8f2d75,1,0,marikana;farlam,3,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,7,housing,1,earnings_results;exploration_project,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0017,1,strong_case_context_supported,Platinum Strikes Two Months Into Starving Negotiations,2014,2014-03-26,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-26-platinum-strikes-two-months-into-starving-negotiations/,retrieved_extracted,1089,00b73222887213b0cf10880039f59792437f0acfa385f51935887e0813d08943,3,0,marikana,1,strike;worker_miner;police;wage;union;protest_unrest,6,housing,1,share_price;earnings_results;production_output,3,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0018,1,strong_case_context_supported,Platinum Strike Miners Share Their Ordeal,2014,2014-04-04,Daily Maverick,https://www.dailymaverick.co.za/article/2014-04-04-platinum-strike-miners-share-their-ordeal/,retrieved_extracted,1172,b24ce1e46c4c35f0ae6004a79aecaa0df4d91d90f2dcc9e42176132ace6406a2,4,0,marikana,1,strike;worker_miner;shooting_death;wage;union,5,,0,share_price;funding_debt,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0020,1,strong_case_context_supported,Platinum Strikes Lets See Yo Cards Boys,2014,2014-05-20,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-20-platinum-strikes-lets-see-yo-cards-boys/,retrieved_extracted,1073,90ed97d85e91bb271b2efba527a4dfacad7947eb6d278d3a26b010c2c46af9b1,8,0,marikana,4,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,7,community;commission_inquiry,2,,0,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0021,1,strong_case_context_supported,Platinum Strikes Hope For The Next Step But Which Way,2014,2014-05-27,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-27-platinum-strikes-hope-for-the-next-step-but-which-way/,retrieved_extracted,1210,4dd818dff759df97c6b042642c6b17446bbff90b6e5cd1846c65a4cc67e8117c,3,0,marikana;wonderkop,5,strike;worker_miner;wage;union;protest_unrest,5,housing;community,2,earnings_results;exploration_project,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0022,1,strong_case_context_supported,Platinum Strikes The Battle Intensifies,2014,2014-06-02,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-02-platinum-strikes-the-battle-intensifies/,retrieved_extracted,1214,c93b1611df42acccf293707e9537137c57ef8120c4cd8acef5d6cdc345e8f79d,3,0,marikana;farlam,3,strike;worker_miner;shooting_death;wage;union;protest_unrest,6,housing;commission_inquiry,2,earnings_results;transaction;commodity_market,3,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0024,1,strong_case_context_supported,Amcu Strike Ramathlodis Platinum Team Fizzles,2014,2014-06-09,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-09-amcu-strike-ramathlodis-platinum-team-fizzles/,retrieved_extracted,1439,9974ccb5079938b5cb9601a86494e383b95234dd9d8babefd61797b4a17c7ee1,1,0,marikana,1,strike;worker_miner;shooting_death;wage;union,5,community,1,share_price;earnings_results;transaction,3,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0025,1,strong_case_context_supported,Platinum Strike Ramatlhodi Out No End In Sight Whats Next,2014,2014-06-09,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-09-platinum-strike-ramatlhodi-out-no-end-in-sight-whats-next/,retrieved_extracted,964,8513ef6c58b431f4fea691ee05dc665a6a3da9ed2a883644301059169e69477c,2,0,marikana,2,strike;worker_miner;wage;union,4,housing;community,2,,0,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0026,1,strong_case_context_supported,Platinum Strike Mining Minister Claims Hollow Victory,2014,2014-06-11,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-11-platinum-strike-mining-minister-claims-hollow-victory/,retrieved_extracted,1173,a86656c10b1076db0d90c3656f3f8eda59e2a447082c4a2ab9da2681af631673,2,0,marikana,1,strike;worker_miner;wage;union;protest_unrest,5,housing;community;commission_inquiry,3,transaction,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0027,1,strong_case_context_supported,Platinum Strike Wages Politics And The Ancs False Boogeymen,2014,2014-06-11,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-11-platinum-strike-wages-politics-and-the-ancs-false-boogeymen/,retrieved_extracted,1143,1eb83bd9cfafca80f1d319c7c8b46c347ce2090d4db029f4638ea3dfe48fb03e,1,0,marikana;farlam,4,strike;worker_miner;shooting_death;wage;union;protest_unrest,6,commission_inquiry,1,,0,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0028,1,strong_case_context_supported,Platinum Strike Never Ending Story Set To End,2014,2014-06-12,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-12-platinum-strike-never-ending-story-set-to-end/,retrieved_extracted,888,d586e987bd7a29581e41e7e0c5d1eee4a998aa31197667600364145135cf4e41,1,0,marikana;wonderkop,4,strike;worker_miner;wage;union,4,community,1,earnings_results;funding_debt,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0029,1,strong_case_context_supported,Platinum Strike No More After Losing R10 6 Billion In Wages Miners Claim Victory,2014,2014-06-23,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-23-platinum-strike-no-more-after-losing-r10-6-billion-in-wages-miners-claim-victory/,retrieved_extracted,1252,559a2657ffa189e849f5c673567844bf0e4c008c2c94a8c927ce46284e29bc1b,1,1,marikana,1,strike;worker_miner;shooting_death;wage;union,5,housing,1,earnings_results;transaction,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0031,1,strong_case_context_supported,Op Ed Amcu Victory Is More Than Just About The Figures,2014,2014-06-29,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-29-op-ed-amcu-victory-is-more-than-just-about-the-figures/,retrieved_extracted,774,d8ef92c43450f831714215cc84cc1a8fa2e30e342e4ccef51d2d143eeeae84d5,1,0,marikana,2,strike;worker_miner;shooting_death;wage;union,5,,0,earnings_results;exploration_project,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0116,1,strong_case_context_supported,After The Platinum Strike We Dare Not Fail Now,2014,2014-06-30,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2014-06-30-after-the-platinum-strike-we-dare-not-fail-now/,retrieved_extracted,1192,09b0b173e9a350f03fc15d5f304b3cdccad29d33a409f15fcfba8ec134b2f347,0,0,marikana,2,strike;worker_miner;shooting_death;wage;union;protest_unrest,6,housing;community;justice_accountability;commission_inquiry,4,share_price;transaction,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0152,1,strong_case_context_supported,Amcu Considering All Options Negotiator,2014,2014-05-29,Engineering News,https://www.engineeringnews.co.za/article/amcu-considering-all-options-negotiator-2014-05-29,retrieved_extracted,744,4db3dfd0288ebd3830c8bf13dde9be0a3bed26d981942694883c5015f3907f63,1,0,marikana,1,strike;worker_miner;wage;union,4,,0,earnings_results,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0235,1,strong_case_context_supported,Amcu To Fight Amplats Sale,2014,2014-08-18,Engineering News,https://www.engineeringnews.co.za/article/amcu-to-fight-amplats-sale-2014-08-18,retrieved_extracted,589,c0c7fa065c3e7defbe97db71a9e498128d0f6c04b5a1d01fac72ab71515fcfcd,2,0,marikana,1,strike;worker_miner;police;shooting_death;wage;union,6,,0,earnings_results;transaction,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0265,1,strong_case_context_supported,Amplats Sues Amcu Union For Platinum Strike Damages,2014,2014-02-17,Engineering News,https://www.engineeringnews.co.za/article/amplats-sues-amcu-union-for-platinum-strike-damages-2014-02-17,retrieved_extracted,837,03333d7b662644124233b752d501802103328287324b27a147f411dcd8f9a1d0,2,0,marikana,1,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,7,justice_accountability,1,earnings_results;production_output;funding_debt,3,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0283,1,strong_case_context_supported,Black Owned Merafes Doubles Earnings Benefits From Platinum Strike,2014,2014-08-12,Engineering News,https://www.engineeringnews.co.za/article/black-owned-merafes-doubles-earnings-benefits-from-platinum-strike-2014-08-12,retrieved_extracted,1191,3c56aa715934a8caa9f616029de6b2bfdeef7a3fbdef0b88fcfba5366e784005,0,0,wonderkop,1,strike;wage,2,community,1,share_price;earnings_results;production_output;funding_debt;transaction;dividend_rights;exploration_project;commodity_market,8,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0397,1,strong_case_context_supported,Living Wages Living Allowances And The Platinum Strike,2014,2014-07-18,Engineering News,https://www.engineeringnews.co.za/article/living-wages-living-allowances-and-the-platinum-strike-2014-07-18,retrieved_extracted,1212,3b6ff986bdffefd58b2f1fa04d6f938d50070a72ad5c82158acaf7f692dd78cb,0,0,marikana,2,strike;worker_miner;shooting_death;wage;union,5,housing,1,share_price;earnings_results;funding_debt;transaction;commodity_market,5,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0408,1,strong_case_context_supported,Mathunjwa Confirms Platinum Strikers Holding Firm To Wage Demands,2014,2014-02-05,Engineering News,https://www.engineeringnews.co.za/article/mathunjwa-confirms-platinum-strikers-holding-firm-to-wage-demands-2014-02-05,retrieved_extracted,811,7aadf8312090f969bc4a3c4532e71567dbeb682881befb0ed07605484f3a8a45,0,0,marikana,1,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,7,housing;commission_inquiry,2,earnings_results;transaction,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0429,1,strong_case_context_supported,Nedlac Wants Platinum Strike Resolved,2014,2014-05-19,Engineering News,https://www.engineeringnews.co.za/article/nedlac-wants-platinum-strike-resolved-2014-05-19,retrieved_extracted,603,f4bb146a32841aad7dd9cd7643e50ad17d0917111bc8eca14c14d80904e44a1f,1,0,marikana,1,strike;worker_miner;wage;union,4,,0,earnings_results,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0484,1,strong_case_context_supported,Platinum Strike Consequences Starting To Take Shape,2014,2014-08-22,Engineering News,https://www.engineeringnews.co.za/article/platinum-strike-consequences-starting-to-take-shape-2014-08-22,retrieved_extracted,1286,4e7fe7e2c3173f56b07985419fdad2ec44a441fc6bef92c5dacd465c1a2ddff7,2,0,bapo,2,strike;worker_miner;wage;union;protest_unrest,5,housing;community,2,earnings_results;funding_debt;transaction;exploration_project;commodity_market,5,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0493,1,strong_case_context_supported,Platinum Strikes Costing Sa R400 Milion A Day,2014,2014-02-04,Engineering News,https://www.engineeringnews.co.za/article/platinum-strikes-costing-sa-r400-milion-a-day-2014-02-04,retrieved_extracted,752,a7637020f85057aeca26ba8f1346771b09c290f61d0e76f0f73891acf2b13684,2,0,marikana,1,strike;worker_miner;wage;union,4,commission_inquiry,1,earnings_results;commodity_market,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0516,1,strong_case_context_supported,Sa Platinum Firms To Meet Mediators Tuesday Amcu,2014,2014-02-10,Engineering News,https://www.engineeringnews.co.za/article/sa-platinum-firms-to-meet-mediators-tuesday-amcu-2014-02-10,retrieved_extracted,498,1e8ce5112e399cab9a1b8724ae5d3fb9dde919b33dac8ba670b019c0deb324ea,2,0,marikana,1,strike;worker_miner;police;shooting_death;wage;union,6,commission_inquiry,1,earnings_results;production_output,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-1044,1,strong_case_context_supported,Unions Slate Amplats State For Legal Attacks On Amcu,2014,2014-02-19,Engineering News,https://www.engineeringnews.co.za/article/unions-slate-amplats-state-for-legal-attacks-on-amcu-2014-02-19,retrieved_extracted,640,3f05e6eed8f96dd946b3a790e60edc62ea3e89a7ffb7b8894e2c8eebfd8dd01f,0,0,marikana,3,strike;worker_miner;shooting_death;wage;union,5,justice_accountability,1,earnings_results,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0033,1,strong_case_context_supported,Mining And Money Sibanyes Struggle To Avoid A Repeat Of History,2015,2015-03-16,Daily Maverick,https://www.dailymaverick.co.za/article/2015-03-16-mining-and-money-sibanyes-struggle-to-avoid-a-repeat-of-history/,retrieved_extracted,1423,0d27e12347a93221325b338db570d7eb2d06594b88ffc8434a602080394cecbf,2,13,marikana,5,worker_miner;shooting_death;wage;union;protest_unrest,5,housing;community;commission_inquiry,3,share_price;earnings_results;funding_debt,3,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0267,1,strong_case_context_supported,Anc Sold Its People To The Highest Bidder Says Amcu Leader,2015,2015-08-21,Engineering News,https://www.engineeringnews.co.za/article/anc-sold-its-people-to-the-highest-bidder-says-amcu-leader-2015-08-21,retrieved_extracted,649,63e7f6659e0c97db9f5befd676c304b3cae93dababbd75b3254192341a1e5db1,0,0,marikana,3,worker_miner;shooting_death;union;protest_unrest,4,,0,earnings_results;transaction,2,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0805,1,strong_case_context_supported,Sibanye Shares Soar On Rustenburg Platinum Deal,2015,2015-09-09,Engineering News,https://www.engineeringnews.co.za/article/sibanye-shares-soar-on-rustenburg-platinum-deal-2015-09-09,retrieved_extracted,1246,d565b70ca20d48cb5b40469a7a1f277a8ffaaf88bb8dc205ff4ccb356d401d3c,0,18,marikana,1,wage,1,community,1,share_price;earnings_results;production_output;transaction;exploration_project,5,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0806,1,strong_case_context_supported,Sibanye Shares Soar On Rustenburg Platinum Deal,2015,2015-09-18,Engineering News,https://www.engineeringnews.co.za/article/sibanye-shares-soar-on-rustenburg-platinum-deal-2015-09-18,retrieved_extracted,1222,32766ad5db4c79d5a84c1abd0a459feea13a30f32922b5bdbf5eef1fc4e7f4e0,0,18,marikana,1,wage,1,community,1,share_price;earnings_results;production_output;transaction;exploration_project,5,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0038,1,strong_case_context_supported,Amcu Threatens Strike Over Planned Retrenchment Of 13 400 Implats Workers,2018,2018-08-07,Daily Maverick,https://www.dailymaverick.co.za/article/2018-08-07-amcu-threatens-strike-over-planned-retrenchment-of-13-400-implats-workers/,retrieved_extracted,757,7bfd3513ca45955cb25cff3690eeb7ecbd28732a47dd6d00fff3bee228fc3d4f,1,1,marikana,1,strike;worker_miner;shooting_death;wage;union,5,,0,earnings_results;transaction;commodity_market,3,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0040,1,strong_case_context_supported,The Balance In Sas Bloody Strike At Sibanye Stillwaters Mines Tips Slightly,2019,2019-04-09,Daily Maverick,https://www.dailymaverick.co.za/article/2019-04-09-the-balance-in-sas-bloody-strike-at-sibanye-stillwaters-mines-tips-slightly/,retrieved_extracted,823,04aca5c0c65f8297330d9fb0641a4d761ff84c0897af4064ec72aa088be3782b,2,6,marikana,1,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,7,housing,1,transaction,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0043,1,strong_case_context_supported,Theyre Attacking Amcu Because We Are Fighting For Black Workers Mathunjwa,2019,2019-04-26,Daily Maverick,https://www.dailymaverick.co.za/article/2019-04-26-theyre-attacking-amcu-because-we-are-fighting-for-black-workers-mathunjwa/,retrieved_extracted,651,e3c4db4d58a81d9c32788830dc7fe2f8c1c9145e4a7abb71b5b044a2c100ed82,1,1,marikana,1,strike;worker_miner;shooting_death;wage;union,5,,0,,0,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0044,1,strong_case_context_supported,Deregistration Threat To Amcu Calls For Active Union Solidarity,2019,2019-04-29,Daily Maverick,https://www.dailymaverick.co.za/article/2019-04-29-deregistration-threat-to-amcu-calls-for-active-union-solidarity/,retrieved_extracted,577,e4aeb8348430cc18422d1cf8775ea82ff0d9bf685b604ed223175e7dd0b92410,2,1,marikana,1,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,7,,0,exploration_project,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0045,1,strong_case_context_supported,While Probably At Fault Amcu Is Hardly Alone In Seeing A Political Agenda In Moves To Disband It,2019,2019-04-29,Daily Maverick,https://www.dailymaverick.co.za/article/2019-04-29-while-probably-at-fault-amcu-is-hardly-alone-in-seeing-a-political-agenda-in-moves-to-disband-it/,retrieved_extracted,1058,1b1711ae5cd3a167ac46e1be3423bf798ab7089bc282b0cb29f1a71be9fe70a4,1,1,marikana,1,strike;worker_miner;shooting_death;wage;union;protest_unrest,6,community,1,earnings_results,1,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0046,1,strong_case_context_supported,Amcu Tables Big Wage Demands In Platinum Sector,2019,2019-06-14,Daily Maverick,https://www.dailymaverick.co.za/article/2019-06-14-amcu-tables-big-wage-demands-in-platinum-sector/,retrieved_extracted,372,1bf6d4e25bae3a2ce463617466d8282d985c62f6f7de07635261cbed08159be3,0,1,marikana,1,strike;worker_miner;shooting_death;wage;union,5,housing,1,,0,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
